tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,breed,id,indices,media_url,media_url_https,url,display_url,expanded_url,type,sizes.large.w,sizes.large.h,sizes.large.resize,sizes.thumb.w,sizes.thumb.h,sizes.thumb.resize,sizes.small.w,sizes.small.h,sizes.small.resize,sizes.medium.w,sizes.medium.h,sizes.medium.resize,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
695767669421768709,2016-02-06 00:35:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",If you are aware of who is making these please let me know. 13/10 vroom vroom https://t.co/U0D1sbIDrG,https://twitter.com/dog_rates/status/695767669421768709/photo/1,13,10,no name,no breed,6.957676654372332e+17,"[78, 101]",http://pbs.twimg.com/media/CafdAWCW0AE3Igl.jpg,https://pbs.twimg.com/media/CafdAWCW0AE3Igl.jpg,https://t.co/U0D1sbIDrG,pic.twitter.com/U0D1sbIDrG,https://twitter.com/dog_rates/status/695767669421768709/photo/1,photo,824.0,842.0,fit,150.0,150.0,crop,340.0,347.0,fit,600.0,613.0,fit,https://pbs.twimg.com/media/CafdAWCW0AE3Igl.jpg,1,soft-coated_wheaten_terrier,0.805139,True,Lakeland_terrier,0.1216619999999999,True,Afghan_hound,0.0233025,True
694356675654983680,2016-02-02 03:08:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This pupper only appears through the hole of a Funyun. Much like Phineas, this one is also mysterious af. 10/10 https://t.co/SQsEBWxPyG",https://twitter.com/dog_rates/status/694356675654983680/photo/1,10,10,no name,pupper,6.943566700723732e+17,"[112, 135]",http://pbs.twimg.com/media/CaLZtmsWQAApbFw.jpg,https://pbs.twimg.com/media/CaLZtmsWQAApbFw.jpg,https://t.co/SQsEBWxPyG,pic.twitter.com/SQsEBWxPyG,https://twitter.com/dog_rates/status/694356675654983680/photo/1,photo,768.0,1024.0,fit,150.0,150.0,crop,340.0,453.0,fit,600.0,800.0,fit,https://pbs.twimg.com/media/CaLZtmsWQAApbFw.jpg,1,hamster,0.429871,False,Pomeranian,0.144272,True,pretzel,0.12722,False
692142790915014657,2016-01-27 00:31:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These are some pictures of Teddy that further justify his 13/10 rating. Please enjoy https://t.co/tDkJAnQsbQ,https://twitter.com/dog_rates/status/692142790915014657/photo/1,13,10,no name,no breed,6.921427713444004e+17,"[85, 108]",http://pbs.twimg.com/media/CZr8LvPWYAA053E.jpg,https://pbs.twimg.com/media/CZr8LvPWYAA053E.jpg,https://t.co/tDkJAnQsbQ,pic.twitter.com/tDkJAnQsbQ,https://twitter.com/dog_rates/status/692142790915014657/photo/1,photo,768.0,1024.0,fit,150.0,150.0,crop,340.0,453.0,fit,600.0,800.0,fit,https://pbs.twimg.com/media/CZr8LvyXEAABJ9k.jpg,3,toy_poodle,0.670068,True,teddy,0.190898,False,miniature_poodle,0.0321779,True
684538444857667585,2016-01-06 00:54:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","After watching this video, we've determined that Pippa will be upgraded to a 12/10. Please enjoy https://t.co/IKoRK4yoxV",https://twitter.com/dog_rates/status/684538444857667585/photo/1,12,10,no name,no breed,6.845383679508726e+17,"[97, 120]",http://pbs.twimg.com/ext_tw_video_thumb/684538367950872576/pu/img/kTKOkSU45BS-fpq8.jpg,https://pbs.twimg.com/ext_tw_video_thumb/684538367950872576/pu/img/kTKOkSU45BS-fpq8.jpg,https://t.co/IKoRK4yoxV,pic.twitter.com/IKoRK4yoxV,https://twitter.com/dog_rates/status/684538444857667585/video/1,photo,640.0,798.0,fit,150.0,150.0,crop,340.0,424.0,fit,600.0,748.0,fit,https://pbs.twimg.com/ext_tw_video_thumb/684538367950872576/pu/img/kTKOkSU45BS-fpq8.jpg,1,Chihuahua,0.702583,True,Siamese_cat,0.0682181,False,macaque,0.0433246,False
675870721063669760,2015-12-13 02:51:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",&amp; this is Yoshi. Another world record contender 11/10 (what the hell is happening why are there so many contenders?) https://t.co/QG708dDNH6,https://twitter.com/dog_rates/status/675870721063669760/photo/1,11,10,no name,no breed,6.75870715636224e+17,"[121, 144]",http://pbs.twimg.com/media/CWEs1b-WEAEhq82.jpg,https://pbs.twimg.com/media/CWEs1b-WEAEhq82.jpg,https://t.co/QG708dDNH6,pic.twitter.com/QG708dDNH6,https://twitter.com/dog_rates/status/675870721063669760/photo/1,photo,600.0,800.0,fit,150.0,150.0,crop,340.0,453.0,fit,600.0,800.0,fit,https://pbs.twimg.com/media/CWEs1b-WEAEhq82.jpg,1,golden_retriever,0.263892,True,Welsh_springer_spaniel,0.184193,True,beagle,0.182241,True
675707330206547968,2015-12-12 16:02:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We've got ourselves a battle here. Watch out Reggie. 11/10 https://t.co/ALJvbtcwf0,https://twitter.com/dog_rates/status/675707330206547968/photo/1,11,10,no name,no breed,6.757073217590395e+17,"[59, 82]",http://pbs.twimg.com/media/CWCYOqWUAAARmGr.jpg,https://pbs.twimg.com/media/CWCYOqWUAAARmGr.jpg,https://t.co/ALJvbtcwf0,pic.twitter.com/ALJvbtcwf0,https://twitter.com/dog_rates/status/675707330206547968/photo/1,photo,576.0,1024.0,fit,150.0,150.0,crop,340.0,604.0,fit,576.0,1024.0,fit,https://pbs.twimg.com/media/CWCYOqWUAAARmGr.jpg,1,bath_towel,0.721933,False,Staffordshire_bullterrier,0.0593442,True,bagel,0.0357015999999999,False
675349384339542016,2015-12-11 16:20:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yea I lied. Here's more. All 13/10 https://t.co/ZQZf2U4xCP,https://twitter.com/dog_rates/status/675349384339542016/photo/1,13,10,no name,no breed,6.753493678138778e+17,"[35, 58]",http://pbs.twimg.com/media/CV9Sq__UsAApxZY.jpg,https://pbs.twimg.com/media/CV9Sq__UsAApxZY.jpg,https://t.co/ZQZf2U4xCP,pic.twitter.com/ZQZf2U4xCP,https://twitter.com/dog_rates/status/675349384339542016/photo/1,photo,640.0,640.0,fit,150.0,150.0,crop,340.0,340.0,fit,600.0,600.0,fit,https://pbs.twimg.com/media/CV9SrABU4AQI46z.jpg,3,borzoi,0.866367,True,Saluki,0.122079,True,Irish_wolfhound,0.00401972,True
674999807681908736,2015-12-10 17:11:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ok last one of these. I may try to make some myself. Anyway here ya go. 13/10 https://t.co/i9CDd1oEu8,https://twitter.com/dog_rates/status/674999807681908736/photo/1,13,10,no name,no breed,6.749998004843684e+17,"[78, 101]",http://pbs.twimg.com/media/CV4UvgNUkAEEnZd.jpg,https://pbs.twimg.com/media/CV4UvgNUkAEEnZd.jpg,https://t.co/i9CDd1oEu8,pic.twitter.com/i9CDd1oEu8,https://twitter.com/dog_rates/status/674999807681908736/photo/1,photo,469.0,720.0,fit,150.0,150.0,crop,340.0,522.0,fit,469.0,720.0,fit,https://pbs.twimg.com/media/CV4UvgNUkAEEnZd.jpg,1,Rottweiler,0.591829,True,Doberman,0.204544,True,black-and-tan_coonhound,0.0786018999999999,True
674793399141146624,2015-12-10 03:30:58+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have found another. 13/10 https://t.co/HwroPYv8pY,https://twitter.com/dog_rates/status/674793399141146624/photo/1,13,10,no name,no breed,6.747933906434826e+17,"[28, 51]",http://pbs.twimg.com/media/CV1ZA3oWEAA1HW_.jpg,https://pbs.twimg.com/media/CV1ZA3oWEAA1HW_.jpg,https://t.co/HwroPYv8pY,pic.twitter.com/HwroPYv8pY,https://twitter.com/dog_rates/status/674793399141146624/photo/1,photo,600.0,432.0,fit,150.0,150.0,crop,340.0,245.0,fit,600.0,432.0,fit,https://pbs.twimg.com/media/CV1ZA3oWEAA1HW_.jpg,1,giant_schnauzer,0.119693,True,Afghan_hound,0.0727627,True,miniature_schnauzer,0.0637859,True
674754018082705410,2015-12-10 00:54:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Just received another perfect photo of dogs and the sunset. 12/10 https://t.co/9YmNcxA2Cc,https://twitter.com/dog_rates/status/674754018082705410/photo/1,12,10,no name,no breed,6.747540143204024e+17,"[66, 89]",http://pbs.twimg.com/media/CV01M3ZWIAAV7rv.jpg,https://pbs.twimg.com/media/CV01M3ZWIAAV7rv.jpg,https://t.co/9YmNcxA2Cc,pic.twitter.com/9YmNcxA2Cc,https://twitter.com/dog_rates/status/674754018082705410/photo/1,photo,1024.0,678.0,fit,150.0,150.0,crop,340.0,225.0,fit,600.0,397.0,fit,https://pbs.twimg.com/media/CV01M3ZWIAAV7rv.jpg,1,seashore,0.352321,False,promontory,0.131753,False,wreck,0.0955966999999999,False
671729906628341761,2015-12-01 16:37:44+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I'm just going to leave this one here as well. 13/10 https://t.co/DaD5SyajWt,https://twitter.com/dog_rates/status/671729906628341761/photo/1,13,10,no name,no breed,6.71729900588417e+17,"[53, 76]",http://pbs.twimg.com/media/CVJ2yR2UwAAdCzU.jpg,https://pbs.twimg.com/media/CVJ2yR2UwAAdCzU.jpg,https://t.co/DaD5SyajWt,pic.twitter.com/DaD5SyajWt,https://twitter.com/dog_rates/status/671729906628341761/photo/1,photo,1024.0,576.0,fit,150.0,150.0,crop,340.0,191.0,fit,600.0,338.0,fit,https://pbs.twimg.com/media/CVJ2yR2UwAAdCzU.jpg,1,kuvasz,0.4314689999999999,True,Samoyed,0.117122,True,white_wolf,0.0900666,False
669353438988365824,2015-11-25 03:14:30+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Tessa. She is also very pleased after finally meeting her biological father. 10/10 https://t.co/qDS1aCqppv,https://twitter.com/dog_rates/status/669353438988365824/photo/1,10,10,Tessa,no breed,6.693534269842964e+17,"[91, 114]",http://pbs.twimg.com/media/CUoFZTyW4AE70iD.jpg,https://pbs.twimg.com/media/CUoFZTyW4AE70iD.jpg,https://t.co/qDS1aCqppv,pic.twitter.com/qDS1aCqppv,https://twitter.com/dog_rates/status/669353438988365824/photo/1,photo,417.0,741.0,fit,150.0,150.0,crop,340.0,604.0,fit,417.0,741.0,fit,https://pbs.twimg.com/media/CUoFZTyW4AE70iD.jpg,1,teddy,0.379656,False,Pembroke,0.2123429999999999,True,chow,0.0969952999999999,True
